Id,ORGANIZATION,LAT,LON,UTILIZATION
c795d2dd-42d6-31c8-8bc0-ffe8d7f600cc,ef58ea08-d883-3957-8300-150554edc8fb,42.520838,-71.770876,16963
e747102c-e7ac-3c2a-824d-83698ea7cc2c,69176529-fd1f-3b3f-abce-a0a3626769eb,42.375967,-71.118275,28517
fb558fe2-f4ce-39c0-8a4a-1f5e84300113,5e765f2b-e908-3888-9fc7-df2cb87beb58,41.931653,-71.294503,23074
70aca2db-5180-39a4-abe0-2c5eaffaf74d,f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,42.700273,-71.161357,20593
046c4fac-2680-391a-ba36-eeaec6eed0c5,e002090d-4e92-300e-b41e-7d1f21dee4c6,42.375967,-71.118275,31316
62fdb8e3-1e3d-348d-b7f8-7ee6c19b1000,ef6ab57c-ed94-3dbe-9861-812d515918b3,41.748854,-70.74053599999998,13795
83a24e5a-5822-3e7d-8b96-5bbacfc02357,49318f80-bd8b-3fc7-a096-ac43088b0c12,42.327044,-72.67463000000002,11692
4308ab8c-e195-3f34-b910-a194745ea3ad,fbf6180e-b800-3ebe-b91d-93d0288c400e,42.614671,-72.597063,4761
4f523ff7-c792-36a3-9316-08db77724e60,8b58cdd1-3d79-3126-8fe0-da2c54d6805c,42.33196,-71.020173,3580
268f1d19-c6d7-31d9-b3dd-b6f2cd7cede7,4bdaa4c2-c664-3089-aee2-7137abbad27f,42.059669,-72.03404,12211
083e4b9d-f115-343e-ab8a-7cf2d75f4530,ecc51621-0af3-3b35-ac3e-8b1e34022e92,41.725351,-71.094162,18135
f59948a6-b07a-3248-9661-60f5924b644b,5d4b9df1-93ae-3bc9-b680-03249990e558,42.211656,-72.642448,16576
03c3d41b-4fe6-3720-86ca-34ac24171ebe,37b4d73f-652d-3033-a16e-d97b9e8b4cda,42.812141,-70.886646,11240
14c57585-676d-3905-8dbe-255f64a5b672,5844ad77-f653-3c2b-b7dd-e97576ab3b03,42.187794,-72.30846899999997,9940
ca47cb17-d6eb-3404-a756-85c5f6b52524,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,42.33196,-71.020173,8880
d5d4aa49-e259-3938-8bbd-d667a2e33bb8,37c0de84-bcaf-3624-82bf-a89b2ac441b8,42.556659,-70.84496,17235
912850a9-9eaa-30c4-a023-6b741c0310cf,4861d01f-019c-3dac-a153-8334e50919f9,42.50128,-70.897502,21656
f4ca0f91-7baa-3dbb-b7e8-9128d954c12a,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,42.33196,-71.020173,4582
93833f4a-113d-3da6-8cc9-9436e3e9a3a1,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,42.452045,-73.26054,21226
8fa0a44f-ff46-3f07-b369-d720053f279f,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,42.349617,-71.547214,12628
a9e22225-d900-3207-8215-e1a91c931c58,c44f361c-2efb-3050-8f97-0354a12e2920,42.082543,-71.024638,21875
e9e8b587-37e7-39ed-86f9-f489f7df8c69,331f4c11-d298-308b-aaa1-d7825b29b57f,42.411887,-71.690005,10826
8be741d6-44d0-3412-88dd-4987e1559f0b,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,41.897892,-70.62403,15557
3b0f6cb6-5482-3eac-a811-bd64bcf4a27a,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,42.269478,-71.807783,9808
7d3a5c20-4342-3888-aa5b-021d5861f4b3,b0e04623-b02c-3f8b-92ea-943fc4db60da,42.638893,-71.32210699999997,37443
9fee425d-68e9-3d68-90de-dc5abcaa6589,ebc3f5c4-6700-34af-8323-85621c313726,42.138838,-72.755911,9420
9c875a09-93e0-39aa-9260-ad264bbdd3fe,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,42.115454,-72.539978,13079
a1930239-6238-3656-bdc8-3b249dbac34e,d692e283-0833-3201-8e55-4f868a9c0736,42.455723,-71.05901899999998,43948
6ba172e8-ae6d-3c6c-9f49-38096f9d1e1e,d78e84ec-30aa-3bba-a33a-f29a3a454662,42.33196,-71.020173,3890
645222f1-03a4-317e-875a-7285fd2b4d5b,8ad64ecf-c817-3753-bee7-006a8e662e06,41.903323,-71.094984,14838
da0e2a88-a58a-37f2-9102-017a863bd97a,23834663-ed53-3da9-b330-d6e1ecb8428e,41.725351,-71.094162,16537
cd5bf486-f978-3d2e-afe9-7ee9828f4454,44bef9d3-91c2-3005-93e0-ccf436348ff0,42.33196,-71.020173,4179
d410e341-a05f-3cca-bcee-107996f34eba,60457c13-adb2-3415-82c5-86ab5dab5f93,42.115454,-72.539978,11278
c9f5d505-1741-302f-b6b8-6c793401f115,a9f20dc1-5147-3789-bcef-bbecb41c5983,42.742751,-71.178588,11790
6b51ba89-aa57-30f8-afc5-830a643186e4,7fb56531-86bd-3e4a-8619-4df9942da309,42.281593,-71.242414,15614
ac5f3003-aa5f-3e53-a666-0ccfc121fd6a,03347b4d-994e-302b-848b-58019a4e274d,42.269478,-71.807783,9834
3c5daa9d-f165-3473-b985-46c54c77e61c,cb6a50e0-af76-3758-99ad-3200ede03fff,42.33196,-71.020173,4321
dad0bcd2-682f-3b67-ae1f-10ad38f697ff,9a7149fa-49fc-3c87-b935-d29c55808717,42.33196,-71.020173,3671
e9f54a4e-c20e-3443-a6fc-2ab488a1345c,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,42.158692,-71.521419,29375
5b88cf08-3946-3a4d-a7b9-55b9f556236d,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,42.586516,-71.988062,6862
81952bf7-4bb3-3218-8cc6-eff58152da41,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,42.562221,-71.58484399999998,14907
999d710b-8227-3749-9a7e-89d84b4a1ae3,db0acede-4abe-3c01-8d03-5c68a190d8c7,42.24158900000001,-71.082651,18665
6b47028d-5118-3ace-91cc-a37789612e24,3d10019f-c88e-3de5-9916-6107b9c0263d,42.331876,-71.208402,30329
a13fe0bc-ce8b-3cbd-8c10-b9e84bdc5cad,f4e7709c-02f6-37ca-aeea-8247d74e88e7,42.452752,-71.144319,20345
d76028b8-d23f-346e-abd0-65995aec66c8,12c9daf5-a29c-36c9-ac55-28972463e566,42.24158900000001,-71.082651,18663
073da975-e83e-3bc4-9000-4c23792a2d33,27379046-608b-32f0-9df7-8c833cf5d11d,42.33196,-71.020173,3714
7d25a9d8-d002-38ee-81fb-b9d11f976cab,226098a2-6a40-3588-b5bb-db56c3a30a04,42.082543,-71.024638,22624
c15ce4b4-2450-3502-b1e8-720909e404f1,b7175ab4-bde5-3848-891b-579bccb77c7c,42.33196,-71.020173,3863
ada4c089-6723-34c6-aba0-9958fe63a3c8,d733d4a9-080d-3593-b910-2366e652b7ea,42.33196,-71.020173,4486
bc4a66b7-a2ba-3ad3-af08-2975489d8495,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,42.18736,-71.195955,21982
5ed53ed3-568e-3f70-9797-49ebdc4a74e9,d5117822-5756-389d-9547-891a372d580f,41.57072,-70.556682,31242
e921a2ed-678f-30fe-a545-2928bb2a7331,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,42.269478,-71.807783,11334
9a66596e-2848-338a-9bf6-135ca3049a49,6f122869-a856-3d65-8db9-099bf4f5bbb8,42.503227,-71.201713,17425
d3c139f1-3d91-3792-9588-cd90edf1a0fc,465de31f-3098-365c-af70-48a071e1f5aa,42.307905,-71.436196,20210
47b72c6e-a392-3c7c-9807-538ef51cfbf4,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,42.269478,-71.807783,10011
4595ba46-606c-355b-b386-35f8f4a37d07,80e919cc-df1a-3838-b75e-541564a286e5,41.293416,-70.10216899999999,9516
87f5d889-be28-37ab-988e-47b75310d6d9,8e00f524-3a5f-313e-9542-378dfc61193f,41.45716,-70.556101,2909
34349a54-ff8e-360a-8cd2-42f46877632a,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,42.19397,-73.361473,3606
d52722f8-b69e-3aa4-a0de-10e54ccd7bf9,161a799c-4894-36f6-8ca7-2a71c8107f79,42.593384,-72.230228,5001
4e6a1e1a-b81c-3b57-8fbe-64d64f0ba960,956ccb85-bea0-30f9-af48-52f5dd95ff72,42.33196,-71.020173,3832
ae3ebaee-867b-30d6-a66a-64501fe5eabc,d7b11827-25f2-350b-bcd8-939fc59851b0,42.33196,-71.020173,4005
e2c226c2-3e1e-3d0b-b997-ce9544c10528,5103c940-0c08-392f-95cd-446e0cea042a,42.115454,-72.539978,11983
13974a99-5db0-3e41-b4c7-c16216ac5250,ff9863d3-3fa3-3861-900e-f00148f5d9c2,42.33196,-71.020173,3422
70edecb1-acbd-3e24-905d-b6d03b86e2b4,72a10c1a-ee7c-3a01-97b1-33f63244c13e,42.503376,-71.272644,12287
5a1494a8-d8f6-349f-9d94-e305d26b2743,1bd44727-a8e3-322d-9c14-a5c529d6ce6d,42.065655,-71.05398,4026
36fb0fca-79e9-3918-849f-b4299ba019bf,be4c63f3-8d38-3fa9-a183-62045b5c85f6,42.32809,-71.11076,3060
98e949cf-a73b-3620-9043-fe1951cda4bf,a7500efb-720b-3e44-990a-0c3edc5a3990,42.2793,-71.1657,9501
ec338348-5a54-3900-9de5-6f43cbaebae2,ae67223f-808e-33d3-a83e-066deebf35ed,42.345066,-72.68291,2486
ada2d3c4-0ff8-33c8-8cd9-413f5188c1fa,05462bf2-25d4-3ecd-afdf-bb3e1140929a,42.3665,-71.05931,8563
a7348772-f651-3745-a956-cf286233db3c,5573d6f9-681b-3f8f-9264-2da0fec29b1e,42.62101,-71.31481,833
10273330-fb96-30af-8210-f52428488df3,5259a506-b80b-3ed5-9c30-83188eabf33e,42.586487,-71.80521,3163
a240e50f-939c-3599-a301-5d9d14d04461,53b25c4b-e95f-3dd1-8e69-d427cdd83631,42.28348,-71.41845,8645
f2149e51-adea-3204-8470-5bc7381b9285,f95eebbf-70d7-385e-8e4c-748c79c6d644,42.613102,-70.66085,745
9db25fa8-d7e2-3ac5-8a04-e1b93854a7d0,c1c0c43e-ca87-3ee5-9549-be3f28afde81,42.580627,-72.623634,1379
2c96791a-f846-36bc-ab46-865ffc246733,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,42.77449,-71.07901,10697
630c056e-6312-35ee-90cd-2191ac6086c4,ed146054-9dd5-3f0b-83df-d29d983039c3,41.651745,-70.294235,4671
c078c464-22cb-30b0-bff7-329b5e98a85b,3490b118-b33a-38e3-b763-f6f8f0039d6b,42.62101,-71.31481,2459
4671a45d-788c-3755-a991-da6e24ae1c85,8881e3ee-e915-31b3-867f-8e2fbe41e887,42.470093,-70.95994,5008
9353ccd6-cedf-3691-9253-2a87739335a8,0b78995f-8b45-34d3-969d-afcc456bb1c7,41.635937,-70.92991,4442
9709f727-e0d1-3582-bebd-5bf9f29b745d,de7eebed-6d89-3e62-b8d3-59d80c664399,42.451427,-73.25195,1458
0964295d-e4be-3495-9cb5-4f4b6663beee,cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,41.924313,-70.656654,5301
1172bace-7077-30c3-a7e2-731c83509682,18f774ab-db01-37ba-95c4-44c4eab47089,42.272617,-71.03133,3376
6ea96756-cfb0-3d6f-ab4e-26af98e3356c,37eb7694-de8f-3407-b95f-1a6a31fb0f6a,42.110065,-72.60007,4313
aa1a78d8-2ffc-363a-832d-7d7f8356b987,d311e70d-86e7-3c03-b115-53892bcf7ef1,42.297756,-71.766815,4153
e0264001-f9da-38a1-99fe-1d441fdf909d,7b50426f-b50b-3d7c-ab22-04a0e1632ac8,42.34461,-71.03728,2032
ffc35f18-15ab-3105-b214-6ac4683246aa,3fbe3da9-8e41-3118-a253-7e2d1b46480f,42.055134,-71.06661,4028
a8536107-5c82-3094-b5b2-730388c23e1e,515117f0-f62e-36da-90e9-a004b40b2260,41.650307,-70.313515,2065
20885d2f-e887-3144-b747-be5d60c76483,5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,42.642513,-71.3062,1896
ceaf7c05-dc2e-37a8-bd73-3f156939ae36,7c530dcd-43f3-3f87-b41b-9f704205e0f8,41.6318,-70.8801,2112
a0c24445-7746-3614-b0ea-5f215e44816a,78dbf052-6958-3c67-af45-b5a450b70fe4,42.139397,-72.62382,2397
75f5f0f6-b1e0-3142-b548-974c5324535a,3a2242e0-de37-303b-bdfc-e160c7eae518,42.265556,-71.818665,6979
91ba1fb6-82a9-3335-b4be-e1e9a92532e4,d5f4875f-6df2-32a8-a01b-47267f47fc49,42.349617,-71.547214,579
041e0a01-8fd7-3a0f-a82c-259bdd1b5106,b7dc82e4-3595-391b-a897-495dd7e5cf38,42.468432,-71.01394599999999,77
225c421b-04e3-3295-884b-972fe585810f,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,42.844794,-70.841499,205
0b56a162-bcd4-3987-8059-480f1d353400,062ef134-87b2-33ce-8700-2be841551531,41.661303,-70.937913,64
13886eb3-b8f7-3363-b9fa-1e817855b7a7,6725cc67-119b-38a5-9fc8-c104c2b7f993,42.355801,-71.862574,226
cf10248c-a32e-3c9c-85a1-8f3da6c7c461,3a7bb7bb-9e72-3d69-8922-fb46c14a7457,42.363534,-72.50729100000001,57
b0475699-379c-3493-819c-065f5f40c495,c72c73fd-0c2a-3579-b732-130984e4883c,42.323342,-71.646236,55
488dc835-5847-3526-8a0d-a9bf27fc19b1,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,42.175737,-71.125385,59
4c727e08-aad2-3f20-8f37-e62c70621bd0,dd7305b8-adee-34b8-81b5-f14fe05784e4,42.782945,-71.087436,86
7e04a9b7-7e5e-32dc-bff6-6a464140e962,f0268df7-588d-3e55-bab9-e29862a3be00,42.369417,-71.785036,252
7ed6cadb-8945-3de8-9485-a24e0e3b032e,de1376c4-8f27-37ed-85da-6986458442f2,42.770406,-70.872417,227
9d99f3c3-e7a2-3cfa-92fc-98e5141735c3,68bce3bf-f2ec-33ca-ad42-63372ff90d8f,42.184599,-71.305307,55
4aff3c14-6e8a-3d8b-9c42-60b107e9987f,a1faaa8a-237f-32aa-a877-8cd26f1fdc21,42.323853,-71.142003,35
a3be9e56-e9bd-34f2-8e56-87c70244f286,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,41.37295,-70.482349,139
79be80e5-1680-3e5b-8f2d-6511390dc0ec,73261f58-9c5a-3dae-833a-92148d5b7072,42.499295,-71.281889,122
863cae1f-161b-3272-ab39-5aefdc3cdc2d,3ef2ad01-b3bb-332e-bd65-1607504c44cc,42.376043,-71.11868,214
a556b805-cbf5-3458-9f4e-1a90eb64eb8b,c71b657c-58b7-33bf-8637-c0e102faf337,42.369451,-71.177925,71
97462c8f-3752-35ae-b9c7-71062b670769,e1053175-7c18-3f57-9814-3e77d8080c14,41.579794,-71.081822,76
0b6414ad-6c56-352d-88cc-d1049ba80409,d49e6f3e-feab-38e0-adeb-6d0cc8a92c5e,42.50436,-71.064061,243
a3d54723-a8ab-3348-a173-ef3bca812733,306fcf64-2582-3906-9311-9cc169d058c5,42.782945,-71.087436,36
6e72b5a6-55e8-370f-88c8-eee45c3ab13b,8784f92c-21db-30b9-8492-eb7fcf75ed2e,42.175737,-71.125385,214
0efbd423-7952-369c-a8d0-9a5057858f8a,eee23eb7-a476-37b0-9811-d57740145867,42.844794,-70.841499,38
26187de4-8a16-30a3-97fc-6b04cad611cd,71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,42.369451,-71.177925,97
8e3b4290-3cd3-3682-9711-a03abb9fa81a,28f61c08-cdd0-3c54-917c-b248f80b7f74,41.903324,-71.094987,83
b366ee87-bce1-3fe1-8d2f-98b8ad749be3,fa7e6ef5-13fc-32eb-94b6-a2a925e59210,42.556659,-70.84496,75
5dcf1343-bf2d-34e3-9f83-635331c46a12,8b4fe11a-5235-3649-81fa-b155afee498d,42.265435,-72.670813,110
72442283-b19b-3df9-9e78-f1e3c32e5b85,fc0bcb63-569b-3658-aa03-71cf89aea64e,42.405938,-71.054649,296
6db364f8-8915-3272-899f-dcea653a32f3,9395b8cb-702c-3c5d-926e-1c3524fd6560,41.70692,-70.221117,151
95b82511-5e8e-3acf-894f-0f889854f305,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,42.838603000000006,-71.011997,587
41a12a50-1c8d-3b57-8be1-a4be5039a42f,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,42.742751,-71.178588,50
66abbf4f-d081-34d8-a637-31ae5f1a6353,180c8932-47f1-3bf1-9aed-12c9013c2286,42.376043,-71.11868,56
ef85e69c-58b6-3cab-9e0b-fb3ca4e32d73,55d1bc6c-bf4e-3cb3-b917-eac93095055b,42.33196,-71.020173,48
