Id,ORGANIZATION,LAT,LON,UTILIZATION
083e4b9d-f115-343e-ab8a-7cf2d75f4530,ecc51621-0af3-3b35-ac3e-8b1e34022e92,41.725351,-71.094162,18135
9c875a09-93e0-39aa-9260-ad264bbdd3fe,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,42.115454,-72.539978,13079
645222f1-03a4-317e-875a-7285fd2b4d5b,8ad64ecf-c817-3753-bee7-006a8e662e06,41.903323,-71.094984,14838
e9f54a4e-c20e-3443-a6fc-2ab488a1345c,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,42.158692,-71.521419,29375
81952bf7-4bb3-3218-8cc6-eff58152da41,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,42.562221,-71.58484399999998,14907
d3c139f1-3d91-3792-9588-cd90edf1a0fc,465de31f-3098-365c-af70-48a071e1f5aa,42.307905,-71.436196,20210
98e949cf-a73b-3620-9043-fe1951cda4bf,a7500efb-720b-3e44-990a-0c3edc5a3990,42.2793,-71.1657,9501
630c056e-6312-35ee-90cd-2191ac6086c4,ed146054-9dd5-3f0b-83df-d29d983039c3,41.651745,-70.294235,4671
9353ccd6-cedf-3691-9253-2a87739335a8,0b78995f-8b45-34d3-969d-afcc456bb1c7,41.635937,-70.92991,4442
aa1a78d8-2ffc-363a-832d-7d7f8356b987,d311e70d-86e7-3c03-b115-53892bcf7ef1,42.297756,-71.766815,4153
